"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:7JTuEIBZuE356hMGiF8Yy9","Maya","spotify:artist:1F5NAWDKvoYJU3mEZQUFsB","Ahmed Malek","spotify:album:3yxGERLeJJdk0NUz1jSe6F","Musique originale de films (Habibi Funk 003)","spotify:artist:1F5NAWDKvoYJU3mEZQUFsB","Ahmed Malek","2016-05-13","https://i.scdn.co/image/ab67616d0000b2735f023fc88b27fafc4204aab9","1","6","156000","https://p.scdn.co/mp3-preview/1274f69144074fae562fd7c882dd7a6fc75c7956?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","DESY21400349","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:0t7RB5ABfPzDB5vCh1oVX7","Look To The Sky","spotify:artist:3pO5VjZ4wOHCMBXOvbMISG","Antônio Carlos Jobim","spotify:album:5SSyex1jdJe9h3lbqESv1T","Wave","spotify:artist:3pO5VjZ4wOHCMBXOvbMISG","Antônio Carlos Jobim","1967-06-15","https://i.scdn.co/image/ab67616d0000b273c634d4769c1fb60221cdc021","1","3","140266","https://p.scdn.co/mp3-preview/eabd1571a64b8ef02b725b8ddad52ef037ca3bf5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","USWWW0128917","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:6rZ95UOmsZfhBGFfplSfgd","Galaxie","spotify:artist:15QFACW5Ds2oQABA1Atqxs, spotify:artist:3cpkJlbzdxZsTGdrDVouCe","Pete Drake, Little Roy Wiggins","spotify:album:3mvAlKY0zVl03ptp2PGXtE","The Fabulous Steel Guitar Sound of Pete Drake","spotify:artist:15QFACW5Ds2oQABA1Atqxs","Pete Drake","1962","https://i.scdn.co/image/ab67616d0000b273e9aa7dd11a20ec810225fca4","1","12","132564","https://p.scdn.co/mp3-preview/6b9e663f0bd262c6c7665436c0a9b4936850c842?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","USACU0506442","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:4BVE5tIIpYabZcYCbephNW","Touch Me","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:75bLu4Ung5QbMdJYxx7wTI","The Soft Parade","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","1969-07-21","https://i.scdn.co/image/ab67616d0000b273a0c993789a4875837cf7cf71","1","2","190253","https://p.scdn.co/mp3-preview/315a8f566b7e4e0099c6212513a21b064f6e5552?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","USEE19900756","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:0xReSyPY2NLLQmhIPSvmfD","Ace Of Spades","spotify:artist:2eRG04xbRiI1AzY8uTCySk","O.V. Wright","spotify:album:1RF1M8KE0XofOsRutwqLmK","A Nickel And A Nail And Ace Of Spades","spotify:artist:2eRG04xbRiI1AzY8uTCySk","O.V. Wright","1971","https://i.scdn.co/image/ab67616d0000b2731a78bfd58be455016242c998","1","3","133506","https://p.scdn.co/mp3-preview/9b4ee22d962224246199133466e2b42bbd233e87?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","USMC17353615","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:7co2IrpNFccAkW6yHJhCF5","Sleepwalk","spotify:artist:4hGjngc0tPOBwTgTPci3IK","Santo & Johnny","spotify:album:7kPrTwV36IEowziBU9L4UD","Sleepwalk","spotify:artist:4hGjngc0tPOBwTgTPci3IK","Santo & Johnny","2002","https://i.scdn.co/image/ab67616d0000b273b20ea68a3c200039e8ca83c4","1","1","147650","https://p.scdn.co/mp3-preview/c9e0426672826d1647e0452f33a72e46fdc68823?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","USA370536823","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:03rcC8SVxCa9UdY5qgkITe","Not PLaying","spotify:artist:699OTQXzgjhIYAHMy9RyPD","Playboi Carti","spotify:album:2QRedhP5RmKJiJ1i8VgDGR","Whole Lotta Red","spotify:artist:699OTQXzgjhIYAHMy9RyPD","Playboi Carti","2020-12-25","https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb","1","23","130304","https://p.scdn.co/mp3-preview/ec55d100d7cbb343feb9432f3d71c077fde84395?cid=9950ac751e34487dbbe027c4fd7f8e99","true","62","USUM72024704","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:6vN0AqD9Zk4uolNlCRufxQ","Analisi scientifiche","spotify:artist:7Kmplk6Rgd6m2JgwUoESRX","Giuliano Sorgini","spotify:album:5VWALGguSmp9l3FN2BWcNP","Lavoro e tempo libero","spotify:artist:7Kmplk6Rgd6m2JgwUoESRX","Giuliano Sorgini","1980-10-24","https://i.scdn.co/image/ab67616d0000b2731b3e1c1f82087978bdf3775f","1","8","294333","https://p.scdn.co/mp3-preview/9493b85bd6b34a7c342d8da03211b49a4fb7b6d6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","FR10S1974469","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:2WVxNigxPoJvKCqpLrDmDs","Consolacao","spotify:artist:0VSgciOd32tP2Yna1w4vDr","Baden Powell","spotify:album:6ZB1Yv1RumbEQTU0QjbdGz","Personalidade: Baden Powell","spotify:artist:0VSgciOd32tP2Yna1w4vDr","Baden Powell","1987","https://i.scdn.co/image/ab67616d0000b273a52d502f6fcb45ff5f7e1b7b","1","5","147818","https://p.scdn.co/mp3-preview/7e977d9330aae7342fba2805bde91a48de2986ae?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","USWWW0200739","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:66nc8Tv8zeo4N9ZSoG3kPI","Amandla's Interlude","spotify:artist:57vWImR43h4CaDao012Ofp","Steve Lacy","spotify:album:3IhDL1HDvlujs6ZcIfL9gE","Apollo XXI","spotify:artist:57vWImR43h4CaDao012Ofp","Steve Lacy","2019-05-24","https://i.scdn.co/image/ab67616d0000b2739b791593e61e77e9a1c092fa","1","10","190511","https://p.scdn.co/mp3-preview/6ff927e62dabeda54ec4cd80e2839f3fc7a87605?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBWWP1904871","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:04z06240Vjb63T2eow1TX8","dirty elevator music","spotify:artist:1dqGS5sT6PE2wEvP1gROZC","Flatbush Zombies","spotify:album:0yb0TeDNLhAoNplQ31GWXR","now, more than ever","spotify:artist:1dqGS5sT6PE2wEvP1gROZC","Flatbush Zombies","2020-06-05","https://i.scdn.co/image/ab67616d0000b273c6693ed06225ff8b3baecdfe","1","4","211093","https://p.scdn.co/mp3-preview/3a80596563b33f2c8a7116ea34256538a3aef30a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","35","QM6N22026479","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:6weAJYgtmoJeRObdOHxqxi","You Know What I Mean","spotify:artist:0AD4odMWVQ2wUSlgxOB5Rl","Jeff Beck","spotify:album:6fhTDVBs7qeoP3254hMu6u","Blow By Blow","spotify:artist:0AD4odMWVQ2wUSlgxOB5Rl","Jeff Beck","1975-03-29","https://i.scdn.co/image/ab67616d0000b2733ed60b59aaa75ed572d7fc30","1","1","245600","https://p.scdn.co/mp3-preview/265b7861b09b871e8769b54a72bb662446e5f546?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","USSM19906460","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:6gyFuPUQEM8MUlAotxGN8i","Man It Feels Like Space Again","spotify:artist:4skJp5OKvcc9eKokiuhi2s","Pond","spotify:album:3uLU8zDD1hYpu52i6P3Rzl","Man It Feels Like Space Again","spotify:artist:4skJp5OKvcc9eKokiuhi2s","Pond","2015-01-23","https://i.scdn.co/image/ab67616d0000b2733f2efe0dcc4647c1b457c698","1","9","501840","https://p.scdn.co/mp3-preview/ec0649e192326dd716d3733fda03477f3a0d856d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUUM71401723","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:0EyrNxa5cnzwesCQuQlTTD","Take 3","spotify:artist:6AQEfqGPSxZX0nJVonYxi6","Inner Wave","spotify:album:0zlOvXmjWM8kMLJcSzEKEB","Take 3","spotify:artist:6AQEfqGPSxZX0nJVonYxi6","Inner Wave","2021-07-14","https://i.scdn.co/image/ab67616d0000b2734a6767b9931558f3827f5dda","1","1","236599","https://p.scdn.co/mp3-preview/43ede8db44e878f0334f87adce644ad828ef2c5f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBKPL2154572","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:2xJFKGT7I1ALx4CirYhEbu","Caskets","spotify:artist:0ZWQOiDsRVjQXoSljCxraD, spotify:artist:2pAWfrd7WFF3XhVt9GooDL","Nehruviandoom, MF DOOM","spotify:album:0EPbbTdPkqx56u9Px0diOZ","NEHRUVIANDOOM","spotify:artist:0ZWQOiDsRVjQXoSljCxraD","Nehruviandoom","2014-09-22","https://i.scdn.co/image/ab67616d0000b273f81cfc135eecae69de6dd758","1","7","291147","https://p.scdn.co/mp3-preview/f2500485c87b9b1c7313e57b2ff961c4a8df9c37?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBMYF1400028","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:0ZRcldb8W55uBCrNBXZp1o","Seven Eight","spotify:artist:5gZWu16OAMVGmfLFNj0NCT","Ghost Funk Orchestra","spotify:album:0w6knr7boQarN35qErXXeu","A Song For Paul","spotify:artist:5gZWu16OAMVGmfLFNj0NCT","Ghost Funk Orchestra","2019-08-23","https://i.scdn.co/image/ab67616d0000b27305ca63c4ea9702eb9dfa85a7","1","9","192520","https://p.scdn.co/mp3-preview/5e780c71fc0381858d87fe44ac405cc8bd2ba514?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","QZDMQ1900219","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:65Mnqq7nlnL29EnVnOVFDM","What Am I To Do","spotify:artist:1FvjvACFvko2Z91IvDljrx","Mick Jenkins","spotify:album:58OBbFNDDEETqAW87mXtPE","What Am I To Do","spotify:artist:1FvjvACFvko2Z91IvDljrx","Mick Jenkins","2018-08-27","https://i.scdn.co/image/ab67616d0000b2737ec2c6351d44ac90834ce17b","1","1","175609","https://p.scdn.co/mp3-preview/537ebe60f3e58fb869dc9159eb280948773abe6f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QMKSC1800087","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:43CAMHDrAVA3nJP2zgKJDI","Who Knows","spotify:artist:7BGR8y1VZAWK2oR4zD9COr, spotify:artist:2oZcMYiKpjaA2Et5mU3RPP","Protoje, Chronixx","spotify:album:6BsOed5euH2KWEujQZrFaF","Ancient Future","spotify:artist:7BGR8y1VZAWK2oR4zD9COr","Protoje","2015-09-18","https://i.scdn.co/image/ab67616d0000b27391c5ba68ffe4a8f9ab0a8a5b","1","3","208466","https://p.scdn.co/mp3-preview/a2fe855a922231158a89e41a96311583142e52f2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","GBCLQ1502052","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:0Oz6yLda73DNL3U6QwBk8b","Rippling Waters","spotify:artist:5O6DkdFuZFvISHeiYAQAVZ","Speedy West","spotify:album:6KFfGR476ZaeHMgRMZNzWL","Guitar Spectacular","spotify:artist:5O6DkdFuZFvISHeiYAQAVZ","Speedy West","1962","https://i.scdn.co/image/ab67616d0000b273f144ce3bd7f0d8e035d921e8","1","11","166493","https://p.scdn.co/mp3-preview/ae606da9f2ff1e7da8b2644943d8492453be70de?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","USCA26200224","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:0qM3nj7b36EtasNKk80nLE","Dear Prudence - Bonus Track","spotify:artist:3QDaXfnxfQqqJQK5lSdjLN","Jerry Garcia","spotify:album:3U0p9Fjv2QN72aL4hT1fwe","Run for the Roses (Expanded)","spotify:artist:3QDaXfnxfQqqJQK5lSdjLN","Jerry Garcia","1982-11-15","https://i.scdn.co/image/ab67616d0000b2738a5c506526107f9cf6018a4a","1","12","355853","https://p.scdn.co/mp3-preview/c598243bef4a52e86dfe09fda574e7298309ba09?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","USRHD0430767","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:7Gb3n9QukKZ0bEXWbWgG43","I'm a Streaker Baby","spotify:artist:4DuvyQtULzszqghry6dKKi","Arlean Brown","spotify:album:3oayUUW26lSU4kbBdj3cbN","Light: On the South Side","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2009-11-03","https://i.scdn.co/image/ab67616d0000b2730d876645e5641f323f6280a0","1","1","235960","https://p.scdn.co/mp3-preview/c432aaf3384c5e30c1902c1396f6d6af31ad6928?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","USCW60903301","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:6GB4HmfcDsw0DUsluTqWi9","Cooking","spotify:artist:5AyEXCtu3xnnsTGCo4RVZh","Duster","spotify:album:6CYyrh3J08jXacgo9wHwsU","Contemporary Movement","spotify:artist:5AyEXCtu3xnnsTGCo4RVZh","Duster","2000-08-22","https://i.scdn.co/image/ab67616d0000b273f2905338b1e6e07e167ee305","1","7","275360","https://p.scdn.co/mp3-preview/da0994957c0efc46a426c3dcfa7ca1eb49aea6b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","US68F0509107","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:6xE6ZWzK1YDDSYzqOCoQlz","Last Train to London","spotify:artist:7jefIIksOi1EazgRTfW2Pk","Electric Light Orchestra","spotify:album:1CvVSn2MtKDBR6aWMkNkem","Discovery","spotify:artist:7jefIIksOi1EazgRTfW2Pk","Electric Light Orchestra","1979-05-31","https://i.scdn.co/image/ab67616d0000b2736f5a9bf7c8093763dd2a4a82","1","5","270066","https://p.scdn.co/mp3-preview/3329abe730f227b9d43aa2f6a3c708893fe54c9c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","USSM10015736","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:5yh54SEOyyEeif8EGZg03m","Powered Up","spotify:artist:5MbNzCW3qokGyoo9giHA3V","EARTHGANG","spotify:album:5m7wgkmscpoQxCgZMBp9ad","Powered Up","spotify:artist:5MbNzCW3qokGyoo9giHA3V","EARTHGANG","2020-08-14","https://i.scdn.co/image/ab67616d0000b2737d772f6248c60fb480c89862","1","1","179640","https://p.scdn.co/mp3-preview/04cc0ba96dcb673f73dac5490bef1416b5dedf8c?cid=9950ac751e34487dbbe027c4fd7f8e99","true","29","USUM72015267","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:2QpGZOhTCHHiKmpSO9FW4h","Follow God","spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","Kanye West","spotify:album:0FgZKfoU2Br5sHOfvZKTI9","JESUS IS KING","spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","Kanye West","2019-10-25","https://i.scdn.co/image/ab67616d0000b2731bb797bbfe2480650b6c2964","1","3","104591","https://p.scdn.co/mp3-preview/332d97b8a0ff9b94e6789b038c2e96eb32128655?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","USUM71920463","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:3c39B31goJOEwb5zBl0U8O","The Orange County Lumber Truck - Live At Royal Festival Hall, London, 10/25/68","spotify:artist:3P2gYnypDVi90ZavnaAhfL","The Mothers Of Invention","spotify:album:7zINPoNwb8ArQgUbq0wlUw","Weasels Ripped My Flesh","spotify:artist:3P2gYnypDVi90ZavnaAhfL","The Mothers Of Invention","1970-08-10","https://i.scdn.co/image/ab67616d0000b2738c925f30a9a6ed3a3307c5e6","1","10","200720","https://p.scdn.co/mp3-preview/dfa0b1365a82074e03db08b59564531669fd3afd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","USZPE1200120","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:6OGybl75EBNMNalQ8cg5RD","La voix psychédélique","spotify:artist:02yigcgaTkoA3sajC1FKEE","Emmanuel Brun","spotify:album:3KrbT3JMLafZbSWUAuvmb7","Magie de la scie musicale (Musical Saw)","spotify:artist:02yigcgaTkoA3sajC1FKEE","Emmanuel Brun","2008-09-05","https://i.scdn.co/image/ab67616d0000b273a810c594d722c0aace692174","1","6","110066","https://p.scdn.co/mp3-preview/70b6c952308c3b3dc790c8912855daf696a0b69d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","FRZ537900109","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:0zVduthKvT1FEsUGFWT9Xo","900 Miles","spotify:artist:5cHmjJA9Lo0ga8s8QdxEzs","Terry Callier","spotify:album:2cX2VDaXtAvTgZbSOZe2T7","The New Folk Sound Of Terry Callier (Deluxe Edition)","spotify:artist:5cHmjJA9Lo0ga8s8QdxEzs","Terry Callier","1968-01-01","https://i.scdn.co/image/ab67616d0000b273b998febae33992b01da631d5","1","1","307880","https://p.scdn.co/mp3-preview/6bcfca937937dbd3c83a2533b676c8212cf5ca7c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","USC4R1800700","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:4klWWWcWjHiRil6EqLLq5u","Tonight","spotify:artist:33EUXrFKGjpUSGacqEHhU4","Iggy Pop","spotify:album:7ynKEunH8LSit4TR3foMVC","Lust For Life","spotify:artist:33EUXrFKGjpUSGacqEHhU4","Iggy Pop","1977-09-09","https://i.scdn.co/image/ab67616d0000b273e65a26d232c9d3f30f2b3a16","1","5","219866","https://p.scdn.co/mp3-preview/2702dc21ad7b1e87fe80fde5552b3f3b4f7c4c33?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USTM39000004","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:0Zgcv1wy4bRWpfsM27uPGK","Dark & Handsome","spotify:artist:6LEeAFiJF8OuPx747e1wxR, spotify:artist:6O4EGCCb6DoIiR6B1QCQgp","Blood Orange, Toro y Moi","spotify:album:3KLLRiCnqYvt78H52TeZ1k","Angel's Pulse","spotify:artist:6LEeAFiJF8OuPx747e1wxR","Blood Orange","2019-07-12","https://i.scdn.co/image/ab67616d0000b273c705e4061a1de1139ced6554","1","3","153750","https://p.scdn.co/mp3-preview/2a55e5e4396374a469c5db2a633f062ddfc50a09?cid=9950ac751e34487dbbe027c4fd7f8e99","true","50","GBCEL1900172","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:74LRqSi9vqy4vnxCLInNAw","78 To Stanley Bay","spotify:artist:0QOQc6jEsPX5Y45TV0hXQy, spotify:artist:3zEfsUok55Gll9L0YN2YOE","Chaos In The CBD, Isaac Aesili","spotify:album:1OKJNHif5s5NzcScX4ac44","816 To Nunhead","spotify:artist:0QOQc6jEsPX5Y45TV0hXQy","Chaos In The CBD","2013-11-04","https://i.scdn.co/image/ab67616d0000b2735d6646db255cecfb6aa21e5d","1","2","307082","https://p.scdn.co/mp3-preview/f7034bb11c44f6c44abf8ffaf18d7db0f89bf09f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","CA9KH1300019","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:4LqQinWUzMl3QmRlO3Wgbh","Man It Feels Like Space Again","spotify:artist:4skJp5OKvcc9eKokiuhi2s","Pond","spotify:album:60aAmcYX5tw7r9ZQ1HF34q","Man It Feels Like Space Again","spotify:artist:4skJp5OKvcc9eKokiuhi2s","Pond","2015-01-23","https://i.scdn.co/image/ab67616d0000b273c7bf042fb2f6f630bd160b4b","1","9","501840","https://p.scdn.co/mp3-preview/ec0649e192326dd716d3733fda03477f3a0d856d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","AUUM71401723","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:29engDqjmMr3VLqMm0c0WE","Venus In Furs","spotify:artist:1nJvji2KIlWSseXRSlNYsC, spotify:artist:0IwlY33zbBXN7zlS9DP2Cj","The Velvet Underground, Nico","spotify:album:4xwx0x7k6c5VuThz5qVqmV","The Velvet Underground & Nico 45th Anniversary","spotify:artist:1nJvji2KIlWSseXRSlNYsC, spotify:artist:0IwlY33zbBXN7zlS9DP2Cj","The Velvet Underground, Nico","1967-03-12","https://i.scdn.co/image/ab67616d0000b27398260c528e6eec9dd431c1d7","1","4","312253","https://p.scdn.co/mp3-preview/afbec9b9c837172b257edc55d8d281383599ebb4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","USPR36702762","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:70L6nHORQsblY813yNqUR3","Cherry Waves","spotify:artist:6Ghvu1VvMGScGpOUJBAHNH","Deftones","spotify:album:4ilqDlqD37nilewk9x8tyZ","Saturday Night Wrist","spotify:artist:6Ghvu1VvMGScGpOUJBAHNH","Deftones","2006-10-25","https://i.scdn.co/image/ab67616d0000b273c869fa3b4e0ce4dd9818a40e","1","4","317706","https://p.scdn.co/mp3-preview/ed94820c05017133cdc4ffc653aacb7da1e18f56?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USMV20600284","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:4yDUfLfG4wi3Ktfd9Fi7fH","Tema di Andrea","spotify:artist:13MlmKnz81PZqZgMfCdVRR","Alberto Baldan Bembo","spotify:album:3wMMEeUpFG4YqilF56KCHw","L'amica di mia madre (Colonna sonora originale del film)","spotify:artist:13MlmKnz81PZqZgMfCdVRR","Alberto Baldan Bembo","1975-09-05","https://i.scdn.co/image/ab67616d0000b2738cff60f4f7347d871f78be2f","1","7","154379","https://p.scdn.co/mp3-preview/1198e2ae0afda5e285998587a24814d861105b03?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","FR96X1859216","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:2Qj1FilGsXITZbFVmVeoLy","I'm Tore Down","spotify:artist:5dCuFngSPyOOnTAvrC7v2s","Freddie King","spotify:album:2bNjljctm6ynfp9Xzdy7RI","Getting Ready... (World)","spotify:artist:5dCuFngSPyOOnTAvrC7v2s","Freddie King","1971","https://i.scdn.co/image/ab67616d0000b273be4c277f6b8f6bedf7135496","1","9","253333","https://p.scdn.co/mp3-preview/10663b8230cc32ef7986143dbed7e1ef80531d5d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","USSH49500020","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:1OJxI8lIWRqBvouJxW1nzN","Subwoofer Lullaby","spotify:artist:4uFZsG1vXrPcvnZ4iSQyrx","C418","spotify:album:3Gt7rOjcZQoHCfnKl5AkK7","Minecraft - Volume Alpha","spotify:artist:4uFZsG1vXrPcvnZ4iSQyrx","C418","2011-03-04","https://i.scdn.co/image/ab67616d0000b273aaeb5c9fb6131977995b7f0e","1","3","208562","https://p.scdn.co/mp3-preview/86ca2f0181935fdd8fb76ca074b7ecadff3129b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","TCAAW1157071","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:1AO26gK1sI6PoFY9eUF8yV","Stone Love","spotify:artist:1YK8JdPbiaMSnf4hrlBkGT","Pepper","spotify:album:37ijUtHcOrsDCIQRsa5sB4","Kona Town","spotify:artist:1YK8JdPbiaMSnf4hrlBkGT","Pepper","2002-03-26","https://i.scdn.co/image/ab67616d0000b273d91bff6dd92c12d62ed3e072","1","2","254800","https://p.scdn.co/mp3-preview/519ebb817145cea68e6e64635dd1825f86d060af?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USVE30500115","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:1XhLw67ugntZ0BeIBzvimO","Lava (feat. Zombie Juice)","spotify:artist:1dqGS5sT6PE2wEvP1gROZC, spotify:artist:3yAXW26fnch5fOTDL1vvJR","Flatbush Zombies, Zombie Juice","spotify:album:49o0se7P1QNHXkN0dVD4Ao","Lava (feat. Zombie Juice)","spotify:artist:1dqGS5sT6PE2wEvP1gROZC","Flatbush Zombies","2017-07-06","https://i.scdn.co/image/ab67616d0000b27370ad7a49676c5f9805739f50","1","1","201874","https://p.scdn.co/mp3-preview/2bdf20a538df5369d563bfcb7efdc62da66c3f38?cid=9950ac751e34487dbbe027c4fd7f8e99","true","39","QZ2D51700001","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:343ctUuXfw3vnE2eN7cURN","In the Light - Remaster","spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","spotify:album:26tH0kjUhkxBEd3ipGkx3Y","Physical Graffiti (Deluxe Edition)","spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","1975-02-24","https://i.scdn.co/image/ab67616d0000b273765b0617b572bdd1dbdc7d8e","2","1","527947","https://p.scdn.co/mp3-preview/5ddbbb2da5999ca4f4a76d3114567eb94534e2eb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USAT21300970","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
"spotify:track:6K4t31amVTZDgR3sKmwUJJ","The Less I Know The Better","spotify:artist:5INjqkS1o8h1imAzPqGZBb","Tame Impala","spotify:album:79dL7FLiJFOO0EoehUHQBv","Currents","spotify:artist:5INjqkS1o8h1imAzPqGZBb","Tame Impala","2015-07-17","https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79","1","7","216320","https://p.scdn.co/mp3-preview/3ad63797e17bda6d46d081049c8c3710e3ab2797?cid=9950ac751e34487dbbe027c4fd7f8e99","true","88","AUUM71500303","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-23T23:37:06Z"
