"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:2Jko3yQgktaKnFcmyLv3g7","1865 (96º In The Shade)","spotify:artist:6qfKnsgz1CwyqA7lTdieRJ","Third World","spotify:album:3YoEPzjAMfRO18CVXs2evN","96 Degrees In The Shade","spotify:artist:6qfKnsgz1CwyqA7lTdieRJ","Third World","1977-01-01","https://i.scdn.co/image/ab67616d0000b27385022daef38da8c9a7f81ac6","1","7","267826","https://p.scdn.co/mp3-preview/15c7429352dc7f0ca8f57c9bb3ecddeb1df2e995?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","GBAPA7700002","spotify:user:22sdp7hcqje57feigouwzjgyq","2021-12-05T05:07:28Z"
"spotify:track:5MVW8uIuNuL7CQ0RyyogHI","Get Up, Stand Up","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","spotify:album:5EZMcYc3xK0rlru83kHpUe","Burnin' (Deluxe Edition)","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","1973-10-19","https://i.scdn.co/image/ab67616d0000b2739e0e071bcaa827031dfad879","1","14","221933","https://p.scdn.co/mp3-preview/e26e7a4972cc83f5ddba1991e36f15c200539bf8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","GBAAN0400796","spotify:user:22sdp7hcqje57feigouwzjgyq","2021-12-05T05:13:00Z"
"spotify:track:3D7cUXDEKLAFsoD10QRoiR","Smokin' Love (with Collie Buddz)","spotify:artist:5SXEylV07TC57eanSxxg4R, spotify:artist:5Ayl2bJtN5mdCsxZoxs9n1","Stick Figure, Collie Buddz","spotify:album:28S63tpbApp3AhWZZYN6l9","Set in Stone","spotify:artist:5SXEylV07TC57eanSxxg4R","Stick Figure","2015-11-13","https://i.scdn.co/image/ab67616d0000b27328292b2539f0ed722e58aa63","1","9","214206","https://p.scdn.co/mp3-preview/a166527073a88f8c876a6a6f42f675aef1dc183f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","US4CL1510109","spotify:user:22sdp7hcqje57feigouwzjgyq","2021-12-22T16:11:17Z"
"spotify:track:4FNm4ZJaUVLDCMXcqwS6zY","Stir It Up","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","spotify:album:4jKeipwuUTjlx9USNYdhZn","Legend - The Best Of Bob Marley And The Wailers","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","2002-01-01","https://i.scdn.co/image/ab67616d0000b273413a6c2c7b296d98171e5e21","1","7","330760","https://p.scdn.co/mp3-preview/2b37cd25513700511a9046273ad2eca57f9bdf45?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","GBAAN7390002","spotify:user:22sdp7hcqje57feigouwzjgyq","2022-01-26T05:02:30Z"
"spotify:track:7z9tKI5lpgMmvEsVpchGiz","La La Bam-Bam","spotify:artist:0nGxKkhmIzyu6bvuXrko1e","The Congos","spotify:album:1qscQwJU4kbGvTnyx0Vo30","Total Reggae: Classic Roots","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2009-05-01","https://i.scdn.co/image/ab67616d0000b273e8f85d3d1648b2a9a16739b9","1","11","227480","https://p.scdn.co/mp3-preview/d10082584f4e80777fbe209fde16f563eec7a4c3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","USVPR9300313","spotify:user:22sdp7hcqje57feigouwzjgyq","2022-02-03T01:51:57Z"
"spotify:track:5jkxC8SIZJ4qqusxRPVS5s","Wanted Dread and Alive - 2002 Remaster","spotify:artist:0oea1hwGMfUxZbLxJc1XUN","Peter Tosh","spotify:album:18s7KUeencxiAsv7ths3jK","Wanted Dread and Alive","spotify:artist:0oea1hwGMfUxZbLxJc1XUN","Peter Tosh","2002-07-30","https://i.scdn.co/image/ab67616d0000b273da3ca863175eb14e2959ca29","1","6","268213","https://p.scdn.co/mp3-preview/9969b6ea0eb3689d4eeacdc1f2b75b84bada4fc4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","GB01A0200029","spotify:user:22sdp7hcqje57feigouwzjgyq","2022-02-03T01:52:46Z"
"spotify:track:5uBKhKWTJ4E47rcLQqu3YH","I Shot The Sheriff","spotify:artist:6uSKeCyQEhvPC2NODgiqFE","The Wailers","spotify:album:5EZMcYc3xK0rlru83kHpUe","Burnin' (Deluxe Edition)","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","1973-10-19","https://i.scdn.co/image/ab67616d0000b2739e0e071bcaa827031dfad879","1","3","279720","https://p.scdn.co/mp3-preview/0e40fe2890867540f4ab3ba9612ccec28b3c4201?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","GBAAN7390003","spotify:user:22sdp7hcqje57feigouwzjgyq","2022-02-03T01:57:39Z"
"spotify:track:34zWZOSpU2V1ab0PiZCcv4","Uptown Top Ranking - Remastered 2001","spotify:artist:5E8FbSTegbOlYAH4b2rZj2","Althea And Donna","spotify:album:1FWimRgPFwDVyVlHe9EEnP","Uptown Top Ranking","spotify:artist:5E8FbSTegbOlYAH4b2rZj2","Althea And Donna","1978-01-01","https://i.scdn.co/image/ab67616d0000b2733c2aaee37878484f092d488d","1","5","229160","https://p.scdn.co/mp3-preview/fa8bb7140c7720fa537755eebdcdfbdb19fed883?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","GBAAA0100135","spotify:user:22sdp7hcqje57feigouwzjgyq","2022-02-03T01:58:38Z"
"spotify:track:2TF9pM5gfqgtrKHMYOKxPd","Cool Breeze","spotify:artist:2TdzGitZtbe3Zw3BB4SFEH","Big Youth","spotify:album:3K82f6Jv1CtvO5JYMWbsnB","Riding the Roots Chariot","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2013-03-26","https://i.scdn.co/image/ab67616d0000b273a09bfa2be2c4e087a8857790","1","1","203093","https://p.scdn.co/mp3-preview/22de61c1bb473d54879d3a82a1a9daa2fbbc2dc4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","JMJ201300087","spotify:user:22sdp7hcqje57feigouwzjgyq","2022-02-03T02:02:05Z"
"spotify:track:3kBHaED930SMaZBxIvP6YD","Khaki Suit","spotify:artist:3QJzdZJYIAcoET1GcfpNGi, spotify:artist:6UuT0BJZ9vF8Y1sxXnJl2s, spotify:artist:6xqlgBccdlxUh5DeJSx2ho","Damian Marley, Bounty Killer, Eek-A-Mouse","spotify:album:4Y0PrDckfFKxKaVXsscDLB","Welcome to Jamrock","spotify:artist:3QJzdZJYIAcoET1GcfpNGi","Damian Marley","2005-01-01","https://i.scdn.co/image/ab67616d0000b273569c9bd53261cc7313fbc7bd","1","14","237400","https://p.scdn.co/mp3-preview/e7f3fb8d2b833edaf9a71dc051ce82cfd82cf5df?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","USUM70502771","spotify:user:22sdp7hcqje57feigouwzjgyq","2022-05-31T03:24:00Z"
"spotify:track:1BkY0N8ChFk2mdLbAUu8ZK","Pass The Dutchie","spotify:artist:2CuzDPkRD6BJBvdWqCrt2I","Musical Youth","spotify:album:7EaFCudrleGdoYFl2srjhi","Anthology","spotify:artist:2CuzDPkRD6BJBvdWqCrt2I","Musical Youth","1994-02-28","https://i.scdn.co/image/ab67616d0000b27392a9d95df51a8d84f90166a6","1","1","205426","https://p.scdn.co/mp3-preview/ed3a989790c4691c28c04fec952001d745afba31?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","GBBBY0300024","spotify:user:22sdp7hcqje57feigouwzjgyq","2022-06-07T21:06:38Z"
"spotify:track:3nlolUSAGoTZPu8tETwAxH","Zim Zim","spotify:artist:02QS4GibrL7zDnqe4OWWeu","Billy Boyo","spotify:album:3GrtgkGNzsvWFLegW4fodf","Zim Zim","spotify:artist:02QS4GibrL7zDnqe4OWWeu","Billy Boyo","2003-01-01","https://i.scdn.co/image/ab67616d0000b273fa6ff903bd556031a2c4766f","1","3","297146","https://p.scdn.co/mp3-preview/418c2767645a51a73546cefa4c480f57c10f6838?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","ushm20442592","spotify:user:22sdp7hcqje57feigouwzjgyq","2022-09-13T16:33:43Z"
"spotify:track:1qVPIzRyrImMAg3NIS8c8P","Roots Train","spotify:artist:17dXLKGh9AKpooAvGaVt34","Junior Murvin","spotify:album:6k54vGxQY5Gita60TQYCtR","Police & Thieves","spotify:artist:17dXLKGh9AKpooAvGaVt34","Junior Murvin","1977-01-01","https://i.scdn.co/image/ab67616d0000b273e0e495b60dbf0b503311fd3c","1","1","223024","https://p.scdn.co/mp3-preview/65d60a1ec2936a209f7d4dd5ccfdf36c6e7d04a2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","USIR20000002","spotify:user:22sdp7hcqje57feigouwzjgyq","2022-11-30T21:46:28Z"
"spotify:track:2NAd3OwwSyMwZ0hA3dEd50","No Cup No Broke","spotify:artist:11k2m9qpCFizHgqiXn1549","African Brothers","spotify:album:3FkTrxRbPBGXrf2y3VlFbc","Collector's Edition: Rare Reggae From Studio One","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2015-10-30","https://i.scdn.co/image/ab67616d0000b2735de63c75e9559f79efc58a4e","1","12","142160","https://p.scdn.co/mp3-preview/16bfbf7c8230a99b10253f66b1303e41b0ff9c46?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","JMA020600820","spotify:user:22sdp7hcqje57feigouwzjgyq","2023-04-25T02:41:26Z"
"spotify:track:5h1Y5ZU60rke2qJbQYGgBN","Things In Life","spotify:artist:0UmBaQJflaHddKtf1lrA6F","Dennis Brown","spotify:album:3mRQoE9cU9M2xqmj7UW3Kb","Lloyd Daley's Matador Productions 1968-72: Reggae Classics From The Originator","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","1992-01-01","https://i.scdn.co/image/ab67616d0000b2737f2896fc78330795c188b980","1","7","193026","https://p.scdn.co/mp3-preview/27c69e921f22d8900689a3cecdd2928f69cb72f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","USHB19209207","spotify:user:22sdp7hcqje57feigouwzjgyq","2023-06-04T20:58:03Z"
"spotify:track:5mNqvDiHoNGi6WhW7OVcbr","Let Me Walk By","spotify:artist:6rBAvjC7mdQN13D6b7g8yk","The Caribbeans","spotify:album:3mRQoE9cU9M2xqmj7UW3Kb","Lloyd Daley's Matador Productions 1968-72: Reggae Classics From The Originator","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","1992-01-01","https://i.scdn.co/image/ab67616d0000b2737f2896fc78330795c188b980","1","4","207933","https://p.scdn.co/mp3-preview/4e1cff68cf2bc1d9ab89e9d800ad2fb5652a7ba9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","USHB19209204","spotify:user:22sdp7hcqje57feigouwzjgyq","2023-06-04T21:03:18Z"
"spotify:track:34pB4FSvt545dwYbpbRkgd","Back Staba","spotify:artist:2Y06xyHPovQ8DWLyVIpSJK","Israel Vibration","spotify:album:0KrOVlWOeWwzqieOGLmePf","Stamina","spotify:artist:2Y06xyHPovQ8DWLyVIpSJK","Israel Vibration","2007-06-01","https://i.scdn.co/image/ab67616d0000b2730ea3fdc65f1c7a97a73a94de","1","2","231186","https://p.scdn.co/mp3-preview/aceb6ccb95f4d96de8c7aeae5f3f1cdbf3261552?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","FR5R00900462","spotify:user:22sdp7hcqje57feigouwzjgyq","2023-11-27T04:52:05Z"
"spotify:track:1HoGabt4vA8cl06t4IcpNS","Diverse Doctrine","spotify:artist:5pryfFgCrWJ41UHaENJPyi","Alton Ellis","spotify:album:2wEWN5TV6ukhRVaWls1vpa","Reggae Trio","spotify:artist:5pryfFgCrWJ41UHaENJPyi, spotify:artist:10j5vcbnSBWXZ1WYyv2a2D, spotify:artist:228y2DiGvQkteqDD2dUZDD","Alton Ellis, Delroy Wilson, Errol Dunkley","2022-10-14","https://i.scdn.co/image/ab67616d0000b273de026721d642d90f01c582ab","1","7","206767","https://p.scdn.co/mp3-preview/98da4845b955d639061faa61ad241e830a479df5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","GBKPL2211464","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-01-18T03:15:44Z"
"spotify:track:5dvG16Ma80h9FZ1sQq5Sb1","Lost Mi Love","spotify:artist:6yTNMMqumesCWhMJ47HB2a","Yellowman","spotify:album:1ub0O2c6o8TFplwF01SADt","Mister Yellowman","spotify:artist:6yTNMMqumesCWhMJ47HB2a","Yellowman","1982","https://i.scdn.co/image/ab67616d0000b273157281ebfd0f87c0715a1e9a","1","2","310733","https://p.scdn.co/mp3-preview/383e218bb1691d50d9e49ad3cf724d4651e25500?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","GBBZV8201886","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-01-18T03:30:41Z"
"spotify:track:7nPMsFa65oZMAUHNuTmTVP","Act Of Affection","spotify:artist:2ffhJMXvdEJFZISX76ccQL","Wailing Souls","spotify:album:1QSFE4FIp4c1fbPAZWzlha","Fire House Rock","spotify:artist:2ffhJMXvdEJFZISX76ccQL","Wailing Souls","1980","https://i.scdn.co/image/ab67616d0000b2734bd5e4658c1482bdbd6af93d","1","5","164906","https://p.scdn.co/mp3-preview/0d1dd2f250b1fe96d0ce81291815b192e2f5ac91?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","GBBZV8110533","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-01-18T03:31:07Z"
"spotify:track:7578oiL9J6tFHXEjfCXFAS","Wa-Do-Dem","spotify:artist:6xqlgBccdlxUh5DeJSx2ho","Eek-A-Mouse","spotify:album:2fGzC6ZvAqmpBr8dprAQTT","Wa-Do-Dem","spotify:artist:6xqlgBccdlxUh5DeJSx2ho","Eek-A-Mouse","1981","https://i.scdn.co/image/ab67616d0000b2735070bc308a25796d60bc3a23","1","1","235373","https://p.scdn.co/mp3-preview/1934927e5a8f431358d3dda8a8803cc82122f607?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","GBBZV8101363","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-01-18T03:31:19Z"
"spotify:track:1YpH91YcUZlo2mxKJVhWM8","Zungguzungguguzungguzeng","spotify:artist:6yTNMMqumesCWhMJ47HB2a","Yellowman","spotify:album:5hvxysDLuDCZSH7U4j9C9N","Zungguzungguguzungguzeng!","spotify:artist:6yTNMMqumesCWhMJ47HB2a","Yellowman","1983-06-01","https://i.scdn.co/image/ab67616d0000b273b496aa464f8a23e8d5d6302d","1","1","388226","https://p.scdn.co/mp3-preview/9474f718c203cfc22ef35e2ba1c65624e55dee04?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","GBBZV8352484","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-01-18T03:32:24Z"
"spotify:track:5iynCtpEY7mx4ou54tHBPH","Ganja Smuggling","spotify:artist:6xqlgBccdlxUh5DeJSx2ho","Eek-A-Mouse","spotify:album:2fGzC6ZvAqmpBr8dprAQTT","Wa-Do-Dem","spotify:artist:6xqlgBccdlxUh5DeJSx2ho","Eek-A-Mouse","1981","https://i.scdn.co/image/ab67616d0000b2735070bc308a25796d60bc3a23","1","2","228760","https://p.scdn.co/mp3-preview/699ed5d7573c5896b0ec1083d11c2fdee75adf4d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","GBBZV8202799","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-01-18T03:32:42Z"
"spotify:track:2xBszUiaim5OAv534VxFUw","Transport Connection","spotify:artist:21pMSs2JHWwwy2kp1QIIVB","Sister Nancy","spotify:album:3Il1CWXA64e8gukuJZoj0e","One Two","spotify:artist:21pMSs2JHWwwy2kp1QIIVB","Sister Nancy","1982","https://i.scdn.co/image/ab67616d0000b27333c6f21ab00263515f0b0d6d","1","7","225080","https://p.scdn.co/mp3-preview/cabc5024693893c79595de0127ca809d908e9b42?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","USA2P0804886","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-01-29T18:39:55Z"
"spotify:track:4Qmbc7KFWkKvxBz5KjcA6g","Murderer","spotify:artist:5mMuiFhh7faS7qxnTLRA6u","Barrington Levy","spotify:album:5GT7CLKowdpkKRFaiYXfmN","Original Ragga Muffin, Pt.1","spotify:artist:5mMuiFhh7faS7qxnTLRA6u","Barrington Levy","2015-11-13","https://i.scdn.co/image/ab67616d0000b273c9ae728eab2ea2dfc4466960","1","14","233160","https://p.scdn.co/mp3-preview/bc7a77f03d321b9a6e3ef964e7da0935f7e1359b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","TCACJ1561249","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-01-30T01:07:58Z"
"spotify:track:6PbtTwGUPPbnT7nRTA1gS3","Your House","spotify:artist:6UL7BodGc5iVmQGlMwHR0g","Steel Pulse","spotify:album:26eFSibLfoQ0pIvnb02NDg","True Democracy","spotify:artist:6UL7BodGc5iVmQGlMwHR0g","Steel Pulse","1982","https://i.scdn.co/image/ab67616d0000b273575da312c2dbaf47c49ececb","1","8","222600","https://p.scdn.co/mp3-preview/1e8ba4de549721b860890995e41712d0e3e54739?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USEE19901171","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-01-30T01:27:17Z"
"spotify:track:7yoCxe2HUbf5phZNiQf1Mh","Operation Eradication","spotify:artist:6xqlgBccdlxUh5DeJSx2ho","Eek-A-Mouse","spotify:album:2fGzC6ZvAqmpBr8dprAQTT","Wa-Do-Dem","spotify:artist:6xqlgBccdlxUh5DeJSx2ho","Eek-A-Mouse","1981","https://i.scdn.co/image/ab67616d0000b2735070bc308a25796d60bc3a23","1","3","195266","https://p.scdn.co/mp3-preview/6772cfb9cc565a0aac505043f7bc9ef4361c6596?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","GBBZV8202255","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-01-30T01:27:33Z"
"spotify:track:5O5egZVVsMZGs8BThKDjTu","Leggo Mi Hand","spotify:artist:2hqyZpGViBQDIaMCme0DKC","Josey Wales","spotify:album:6acnIyiSne3dgBjXCWUDBr","24K Gold Dancehall Megamix","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2005-06-20","https://i.scdn.co/image/ab67616d0000b273e2d1e158103c0b0eb4276c7c","1","3","100573","https://p.scdn.co/mp3-preview/fcb1d37f54b3e332c070388f8429cfc3d3f2789e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","USA560550171","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-05T01:24:49Z"
"spotify:track:7FJdARE4491PCvDZx0BImj","Gee Baby","spotify:artist:5FhVnyPs1wSLjkZk4mU69M","Al Campbell","spotify:album:1yWbL2RDJCNc1v1JOru9Zj","No More Running + Gee Baby","spotify:artist:5FhVnyPs1wSLjkZk4mU69M","Al Campbell","1977","https://i.scdn.co/image/ab67616d0000b273438c55bec4e4495a9a422982","1","11","150946","https://p.scdn.co/mp3-preview/81302a5204370d57125fb7032def23a9df85ec1b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","GBFDB1700401","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-06T13:50:17Z"
"spotify:track:7a2FaJBUsniyDAOFoopHuM","Black Roses","spotify:artist:5mMuiFhh7faS7qxnTLRA6u","Barrington Levy","spotify:album:5GT7CLKowdpkKRFaiYXfmN","Original Ragga Muffin, Pt.1","spotify:artist:5mMuiFhh7faS7qxnTLRA6u","Barrington Levy","2015-11-13","https://i.scdn.co/image/ab67616d0000b273c9ae728eab2ea2dfc4466960","1","13","187600","https://p.scdn.co/mp3-preview/6045127372193ead03556ef3bf7c8c993baf277e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","TCACJ1561246","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-09T04:18:52Z"
"spotify:track:0INtJm8gCJKtNaAYQNVlpZ","You Don't Love Me (No, No, No) - Extended Mix","spotify:artist:6mLXvSt7Xxy2r9uBba1O6Z","Dawn Penn","spotify:album:7DLI0K5q6Gb1vgtlgKSgmU","No, No, No","spotify:artist:6mLXvSt7Xxy2r9uBba1O6Z","Dawn Penn","1994","https://i.scdn.co/image/ab67616d0000b2733260aeb9dbc740c568a86017","1","3","277893","https://p.scdn.co/mp3-preview/28ce6fc8e48c5c456e52dff829f16f1500bfdf7a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USAT20110480","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-09T04:22:41Z"
"spotify:track:1gAcaCJvkhsaJSux3AVfLt","Crying Every Night (These Eyes)","spotify:artist:7x17fKLgntkYULTWklah84","Wilburn Cole","spotify:album:5J264dvVL07uv4WRy0s2Sc","Version Galore","spotify:artist:4aCH6cwaYahrWfJWqfEfra","U-Roy","1971-01-01","https://i.scdn.co/image/ab67616d0000b2733816c072fc4f62a0e34dfd3a","2","15","151080","https://p.scdn.co/mp3-preview/5163b3c0c59de2af1f3311e5dd19041753158303?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","GBAJE7100457","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-09T19:35:41Z"
"spotify:track:0lwHFB5OUlBeiXyaEOKJd6","007 (Shanty Town)","spotify:artist:4fmVPsGxjwP5ruiTEvIcOt","Desmond Dekker & The Aces","spotify:album:76noJaSuS2UFRm3QBU2hZl","007 Shanty Town","spotify:artist:4fmVPsGxjwP5ruiTEvIcOt","Desmond Dekker & The Aces","1967-01-01","https://i.scdn.co/image/ab67616d0000b273472ce7e27f74ecd8369da109","1","1","154293","https://p.scdn.co/mp3-preview/08ad5613e9263f75a086fb90057a3829b7e91f4b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","GBAJE6600282","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-09T19:42:00Z"
"spotify:track:0FMxvJUuYvuYsZMluooblk","Armageddon Time","spotify:artist:3T5EG3XsFoTCa8ygq5Bujb","Willie Williams","spotify:album:4YmKOQccTzpZ6Cmlf2cFEL","Rising Reggae Records","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-12-02","https://i.scdn.co/image/ab67616d0000b27371ecdecfe657093a08c8d946","1","1","152573","https://p.scdn.co/mp3-preview/5e295f15a791f3293a19ef2390a8829a790d3d85?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","NLRD51403497","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-12T05:01:50Z"
"spotify:track:7ixiCZEHWHc8FxaQXQh2P4","Bam Bam","spotify:artist:21pMSs2JHWwwy2kp1QIIVB","Sister Nancy","spotify:album:3Il1CWXA64e8gukuJZoj0e","One Two","spotify:artist:21pMSs2JHWwwy2kp1QIIVB","Sister Nancy","1982","https://i.scdn.co/image/ab67616d0000b27333c6f21ab00263515f0b0d6d","1","6","196506","https://p.scdn.co/mp3-preview/a49bfa7815d65abfa3586a6fc2eda739ce79f62a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USA2P0804885","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-13T23:24:40Z"
"spotify:track:1ZQ1H09t1VzKGfAPKt7wN1","Gotta Find a Way","spotify:artist:0wwBxT2qVH327KlBJbwMEP","The Frightnrs","spotify:album:5oGtxusqxowETVnVokdqME","Nothing More to Say","spotify:artist:0wwBxT2qVH327KlBJbwMEP","The Frightnrs","2016-09-02","https://i.scdn.co/image/ab67616d0000b2739561e10a3bd9d4039c9ba804","1","3","229240","https://p.scdn.co/mp3-preview/d1dd07be6e2c8eae973663e853c730c2668e7a35?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","US4GZ1604203","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-02-28T18:05:30Z"
"spotify:track:1FDCOnNeSDzuOWrWDfklMv","Let Me Down Easy","spotify:artist:0UmBaQJflaHddKtf1lrA6F","Dennis Brown","spotify:album:3RxfT8zLSmteZfX3snggnb","Super Reggae & Soul Hits","spotify:artist:0UmBaQJflaHddKtf1lrA6F","Dennis Brown","2006","https://i.scdn.co/image/ab67616d0000b273f7870f1fefe8ce9d1f164ca3","1","11","175026","","false","2","GBAJE0505802","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-03-03T03:34:46Z"
"spotify:track:0Rvtj66lo8oTWubx6GA1nR","King Tubby's Meets Rockers Uptown","spotify:artist:5WwEQwX3ruZofwDDqtOXwI","Augustus Pablo","spotify:album:3W2vBxtqk6gORb4sWWMen6","King Tubbys Meets Rockers Uptown","spotify:artist:5WwEQwX3ruZofwDDqtOXwI","Augustus Pablo","1976","https://i.scdn.co/image/ab67616d0000b273720b3e82fadb2036fdd58fe0","1","7","152813","https://p.scdn.co/mp3-preview/379a7162cf93e01907375f4e53cdc232c0749a07?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","US2392000654","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-03-03T03:35:03Z"
"spotify:track:6X4171NDmAvVgcUYvhGNsA","Lips of Wine","spotify:artist:0UmBaQJflaHddKtf1lrA6F","Dennis Brown","spotify:album:2l5cxpBpaSklRx04YUr0O0","Musical Heatwave, The Best of Dennis Brown 1972-1975","spotify:artist:0UmBaQJflaHddKtf1lrA6F","Dennis Brown","1995-12-05","https://i.scdn.co/image/ab67616d0000b273c638652801bb038e51d50d20","1","12","166220","https://p.scdn.co/mp3-preview/d4b0a2243a0408fe48ac750a311ef7f7132813ec?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","USQY51488803","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-03-03T03:35:54Z"
"spotify:track:0i39dkbnuc2Rla7L3lbjou","Georgie Porgie","spotify:artist:6xqlgBccdlxUh5DeJSx2ho","Eek-A-Mouse","spotify:album:2fGzC6ZvAqmpBr8dprAQTT","Wa-Do-Dem","spotify:artist:6xqlgBccdlxUh5DeJSx2ho","Eek-A-Mouse","1981","https://i.scdn.co/image/ab67616d0000b2735070bc308a25796d60bc3a23","1","7","197706","https://p.scdn.co/mp3-preview/3db3435831901cf0d4818f35af0082bcb4ca8a54?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","GBBZV0115808","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-03-03T03:37:01Z"
"spotify:track:09Nck1nvRcg1Y14SNfWwtJ","Waiting In Vain","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","spotify:album:655KljKIXl42fiNDMKivbY","Exodus","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","1977-06-03","https://i.scdn.co/image/ab67616d0000b273d7f3e4d143c198d3542a775d","1","7","256239","https://p.scdn.co/mp3-preview/477bf609f8fd141359d9949ff577cb5c73477672?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USIR27700014","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-03-22T03:43:23Z"
"spotify:local:::Eek+a+mouse+-+police+in+helicopter:214","Eek a mouse - police in helicopter","","","","","","","","","0","0","214000","","false","0","","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-03-22T04:59:26Z"
"spotify:local:::Eekamouse-policeinhelicopter:214","Eekamouse-policeinhelicopter","","","","","","","","","0","0","214000","","false","0","","spotify:user:22sdp7hcqje57feigouwzjgyq","2024-04-01T20:58:41Z"
